EquipmentID,DaysinService,OpVoltage,OpAmperage,OpTemperature,MonthofManufacture,DaysfromLastService,DaystoNextService,DaysfromLastRepair,Defect
MOTOR_363,43.592309,221.192699,22.224314,77.632578,200812,8.186171,28.847117,8.186171,0
MOTOR_364,43.687620,226.035719,26.736718,82.425566,200809,9.214783,18.015322,57.864442,0
MOTOR_365,43.882310,228.942430,22.002486,85.045285,200711,26.267684,14.282822,99.545631,0
MOTOR_366,44.077164,225.355855,20.742060,72.968297,201002,20.819021,22.075852,69.567725,0
MOTOR_367,44.147947,223.643308,24.220527,85.798526,200904,2.123926,29.114092,2.123926,0
MOTOR_368,44.321474,220.624241,24.928556,74.560961,200705,14.005233,27.544429,14.005233,0
MOTOR_369,44.338456,220.665080,22.739729,70.973460,200811,23.156119,22.165093,23.156119,0
MOTOR_370,44.530603,222.324311,27.953450,89.559765,200806,18.716120,20.404351,53.783036,0
MOTOR_372,44.675426,222.295137,25.327969,76.555759,200811,23.318287,24.507730,79.442782,0
MOTOR_373,44.732086,222.622064,28.179572,83.591000,200911,26.680071,24.247910,62.604197,0
MOTOR_374,44.746975,223.449047,20.642743,83.104495,200908,4.617018,29.185069,33.104956,0
MOTOR_375,44.784035,220.489166,28.370849,89.931894,200908,10.012730,24.553145,37.925190,0
MOTOR_376,44.802753,228.816996,23.835342,85.409511,200809,20.146062,8.702920,76.648834,0
MOTOR_377,45.958200,227.383391,28.456113,85.598463,200809,17.056346,23.578039,24.479897,0
MOTOR_379,46.209604,225.775568,28.570799,77.207841,200909,25.528508,31.882130,25.528508,0
MOTOR_381,46.758994,222.065505,20.659393,72.731745,200703,18.562485,34.257177,90.527379,0
MOTOR_382,46.773113,221.805935,27.771811,76.723291,200811,26.141216,14.740002,26.141216,0
MOTOR_383,46.878297,223.935547,23.450759,75.569772,200711,14.983871,7.130542,60.530193,0
MOTOR_384,46.889394,229.986909,27.642211,78.124426,200706,26.799562,11.345101,35.220937,0
MOTOR_385,47.029635,227.772569,29.855884,75.585940,200903,29.635411,26.515512,33.069266,0
MOTOR_386,47.057110,225.118098,22.025070,79.991826,200903,20.938827,34.618747,30.964286,0
MOTOR_387,47.193944,228.141666,28.362940,78.289337,200708,9.141408,35.971666,78.368410,0
MOTOR_388,47.234557,229.608285,28.005768,79.629190,200805,24.784619,15.156827,41.092942,0
MOTOR_389,47.349923,224.166039,22.257899,73.402662,200912,23.352727,15.299660,27.016820,0
MOTOR_392,47.788337,229.179963,29.113433,85.612467,200809,5.244079,24.375714,44.826058,0
MOTOR_394,48.129098,222.735813,23.432401,70.331995,200706,9.497669,21.232995,74.977508,0
MOTOR_395,48.183807,226.618754,20.114854,73.835512,200806,4.208587,36.778195,34.988154,0
MOTOR_396,48.348506,224.683717,21.517417,74.158942,200805,8.989454,16.300187,61.263359,0
MOTOR_397,48.507305,220.212753,25.932898,85.831768,200810,13.308762,10.711588,17.830190,0
MOTOR_398,48.857284,223.260669,23.079450,84.028508,200806,13.798409,25.104486,41.127905,0
MOTOR_399,49.198182,226.057408,25.371464,73.025520,200810,23.054027,29.619978,23.054027,0
MOTOR_400,49.274028,229.533694,20.343951,84.599328,200807,20.214516,15.048748,82.190040,0
MOTOR_401,49.284668,224.628286,23.430150,72.143481,200903,19.043772,35.434130,85.996537,0
MOTOR_402,49.433553,228.271093,23.308534,72.772547,200909,22.438374,33.649513,39.153362,0
MOTOR_403,49.801775,229.951445,25.736720,79.867813,201003,20.366339,28.502061,40.795025,0
MOTOR_404,49.842771,228.008196,28.180556,77.985656,201003,18.673277,23.832208,19.768410,0
MOTOR_405,50.414392,229.246868,23.119530,87.619135,200702,29.755472,25.934200,46.287344,0
MOTOR_406,50.545199,222.969552,20.058572,86.041945,200710,4.518100,24.903248,9.724075,0
MOTOR_408,50.782630,227.334883,26.352011,82.476061,200705,10.003030,27.801690,24.610463,0
MOTOR_409,51.038584,224.474082,27.914122,86.303323,200708,3.719728,7.385121,15.516687,0
MOTOR_410,51.097341,225.862045,26.653220,77.474170,200805,28.875401,10.418226,83.073057,0
MOTOR_411,51.111159,228.429986,26.825957,76.498519,201002,23.382499,29.546053,88.529136,0
MOTOR_412,51.218593,220.545028,27.501309,89.550239,200801,21.437512,24.867081,67.613055,0
MOTOR_413,51.289940,225.925913,25.554515,89.650622,200702,6.644543,31.016180,32.751779,0
MOTOR_414,51.419748,223.876634,24.340753,84.073176,200907,23.137883,10.881278,48.841705,0
MOTOR_415,51.570905,229.273769,26.075115,70.760140,200702,20.820173,18.238952,96.817578,0
MOTOR_416,51.943422,221.455460,25.218966,88.460502,200904,9.770120,9.565560,74.325974,0
MOTOR_417,52.100055,224.313581,27.681075,82.846715,200706,25.620083,7.181595,25.620083,0
MOTOR_418,52.272206,227.609120,20.590348,73.922796,200807,2.082541,18.848407,11.521153,0
MOTOR_419,52.332557,225.994839,27.269657,73.821949,200811,0.310449,22.796627,30.100607,0
MOTOR_420,53.181020,223.339093,20.991628,87.109301,200806,25.171966,12.654046,81.169071,0
MOTOR_422,53.338762,227.833913,20.822435,85.532842,200810,17.880163,31.728618,57.039546,0
MOTOR_423,53.372311,220.531235,26.411484,88.948814,200904,10.757618,11.649787,59.510205,0
MOTOR_424,53.386724,221.148457,21.310159,89.612527,200804,12.606929,34.585792,43.491957,0
MOTOR_425,53.742830,228.952754,21.398821,86.581960,200902,12.960780,21.435065,12.960780,0
MOTOR_426,54.094916,228.264465,24.322988,80.708188,201002,28.926739,12.200063,61.140780,0
MOTOR_427,54.376947,229.892099,21.603983,84.093337,200705,17.865658,32.640534,70.405213,0
MOTOR_428,54.772194,225.050176,21.119850,72.174095,200912,29.866401,23.036762,79.509942,0
MOTOR_429,54.792095,224.555148,28.723220,70.837822,200805,20.467921,29.710016,54.128950,0
MOTOR_430,55.098752,221.102871,25.448538,86.545956,200708,26.838744,22.685395,56.208062,0
MOTOR_431,55.103435,223.846418,22.537592,82.132099,200701,3.174460,29.227550,70.496095,0
MOTOR_432,55.255933,221.104958,21.191167,83.682591,200904,18.065245,31.765469,42.013268,0
MOTOR_433,55.595673,225.960093,23.464978,76.847399,200906,22.359422,29.390905,47.775667,0
MOTOR_434,55.720123,227.121091,28.568787,71.526472,200907,12.128995,27.137585,56.604697,0
MOTOR_436,55.983927,227.261173,23.692213,76.279855,200912,13.728258,33.354079,93.811031,0
MOTOR_437,56.021854,222.751268,20.326852,71.354579,200910,7.136467,21.413731,74.974896,0
MOTOR_438,56.055819,225.433830,25.392016,88.680341,200802,18.819932,21.221170,27.582402,0
MOTOR_440,56.347048,228.794454,29.439869,73.401054,200712,21.234386,27.289692,46.537455,0
MOTOR_441,56.397809,221.247532,22.828986,71.911217,200905,16.126787,33.046783,85.750868,0
MOTOR_442,56.562608,227.878356,21.186425,74.385591,200901,15.302378,27.893534,61.107242,0
MOTOR_444,57.137468,224.821899,25.272837,85.016351,200909,2.420741,18.684145,67.387416,0
MOTOR_445,57.627907,224.575088,20.527153,86.757440,200706,16.903067,8.888966,68.320650,0
MOTOR_446,57.795153,226.532299,27.939499,81.414740,200712,14.402069,27.624709,14.402069,0
MOTOR_447,57.851287,222.821552,28.487805,71.112785,201001,12.290316,29.635753,64.841390,0
MOTOR_448,57.878684,228.808349,29.567455,89.144383,201001,6.831614,13.621598,31.923497,0
MOTOR_449,58.248494,228.816741,28.100101,84.753625,200901,16.593791,22.648693,74.436133,0
MOTOR_450,58.340678,225.198614,24.296286,73.411965,200811,26.093663,9.070893,26.093663,0
MOTOR_451,58.369697,224.126004,23.323166,85.177413,200904,23.208174,12.915093,80.891844,0
MOTOR_452,58.614538,226.862195,20.843293,88.451126,200702,8.062489,33.604126,89.766282,0
MOTOR_453,58.635814,226.025023,29.341321,76.080960,201003,10.110046,10.945161,79.414953,0
MOTOR_454,58.659449,229.498160,22.373081,88.623032,200911,12.766025,20.695869,95.624972,0
MOTOR_455,59.001980,227.722721,29.557932,84.300969,200805,9.120269,10.108216,9.120269,0
MOTOR_457,59.140466,222.240503,27.542713,74.276470,200704,18.822964,23.430567,18.822964,0
MOTOR_458,59.263375,228.947116,20.705470,89.499339,200905,15.440338,10.777837,32.843515,0
MOTOR_459,59.470058,227.492014,26.443567,81.818832,200907,9.499810,12.967247,46.303279,0
MOTOR_460,60.080033,223.836095,23.871877,89.091435,200712,11.056221,31.174903,15.933656,0
MOTOR_461,60.164890,220.013745,22.213673,81.914092,201002,4.813016,17.139098,8.625298,0
MOTOR_462,60.238012,223.646316,29.068171,79.506141,200701,26.952656,19.921252,97.121974,0
MOTOR_465,60.626298,223.669268,24.954618,72.324783,200703,0.730670,36.600495,28.350229,0
MOTOR_466,61.025251,221.961546,24.235780,76.960751,201001,3.524687,31.353392,51.498162,0
MOTOR_467,61.250796,223.733801,29.136252,89.398517,200706,20.742869,10.972386,49.973292,0
MOTOR_468,61.398806,225.450379,22.829048,79.707623,200705,16.466855,20.976167,92.698490,0
MOTOR_469,61.498836,225.007523,23.504919,78.893702,200912,20.863311,16.753646,87.530708,0
MOTOR_470,61.559984,220.183764,20.132975,70.123947,200904,21.529557,17.430833,62.184646,0
MOTOR_473,61.997970,220.672596,21.213714,70.458075,200809,7.955716,35.818362,30.516757,0
MOTOR_474,62.069464,222.683493,24.244358,81.530464,200905,3.564826,9.730254,24.153347,0
MOTOR_475,62.091760,229.251668,23.452742,83.385813,200709,17.092945,28.363874,17.092945,0
MOTOR_476,62.398274,225.283016,29.563370,89.774183,200710,29.957600,19.439701,40.842101,0
MOTOR_477,62.456600,221.888454,26.708760,70.626138,200811,10.462581,24.493810,93.779220,0
MOTOR_478,62.480736,220.449477,26.887930,74.053242,200909,26.628783,34.967820,84.501261,0
MOTOR_479,62.549065,224.696436,23.197999,86.237383,200802,8.273147,30.507003,18.058709,0
MOTOR_480,62.731935,225.068586,25.534264,76.613145,200705,27.803151,7.875130,56.393164,0
MOTOR_481,62.839354,227.358135,27.328082,87.816042,200703,2.229196,26.105023,62.995268,0
MOTOR_482,63.084102,223.304268,25.635974,89.054532,200904,4.999503,28.385020,31.687479,0
MOTOR_485,63.268428,229.431850,24.471281,70.846119,200811,10.036003,24.744190,66.294076,0
MOTOR_486,63.431281,229.259031,20.656679,79.652899,200802,22.183433,24.838275,28.057760,0
MOTOR_487,63.478181,227.461138,26.256549,81.572526,200909,4.084047,31.877482,51.476031,0
MOTOR_488,63.529944,227.828409,23.014303,72.073358,200807,19.177698,14.327030,93.857990,0
MOTOR_489,63.735268,224.549756,21.973991,78.674151,200901,28.634314,34.762689,40.063903,0
MOTOR_490,63.800191,227.807976,24.816960,80.934965,200902,15.104401,36.263262,91.725246,0
MOTOR_491,63.940134,223.023484,22.119549,74.283572,200910,24.026416,10.428247,50.896008,0
MOTOR_492,64.049786,223.786394,23.904247,71.735587,201003,11.701215,9.011895,22.598301,0
MOTOR_493,64.054461,220.612985,28.147992,73.547438,200704,16.428495,32.201605,94.920663,0
MOTOR_494,64.151598,220.394059,23.167849,74.686468,200903,22.655585,17.113181,42.443965,0
MOTOR_495,64.330336,229.568831,26.381708,78.941189,200809,11.448485,9.299289,64.404538,0
MOTOR_496,64.345373,221.502781,22.309762,82.251135,200712,10.351291,9.859940,31.793648,0
MOTOR_497,64.400535,227.296752,28.070757,79.765114,200812,0.122661,18.966393,60.395562,0
MOTOR_498,64.578920,226.262735,23.539262,87.858521,200905,28.423778,35.359418,94.058675,0
MOTOR_499,64.592529,229.513342,25.141682,77.919511,200907,12.080314,32.127726,41.285124,0
MOTOR_500,65.048559,224.052370,24.054311,74.008524,200906,21.098959,10.417219,22.012015,0
MOTOR_501,65.201229,220.224317,22.951329,85.468820,200710,28.904085,12.994566,28.904085,0
MOTOR_502,65.588598,220.406394,26.549847,73.352482,200902,21.937852,20.700102,40.254630,0
MOTOR_503,65.804853,226.937670,29.049072,87.114619,200706,0.795310,19.067316,27.969521,0
MOTOR_504,66.208126,221.320127,27.545917,76.321595,200910,26.782995,34.819342,71.178035,0
MOTOR_505,66.231367,224.927483,25.640563,83.438813,200912,7.311265,8.771683,7.311265,0
MOTOR_506,66.494042,225.778354,25.585542,73.139906,201001,7.001497,35.222578,9.102528,0
MOTOR_507,66.876275,224.297359,27.930646,85.858207,200802,14.298600,22.284594,14.298600,0
MOTOR_508,67.311579,225.210726,27.074011,72.029296,200802,15.569295,20.247813,38.825152,0
MOTOR_509,67.345686,220.559865,23.753945,72.033455,200801,18.557815,10.970512,95.003293,0
MOTOR_510,67.357160,226.152382,23.745034,74.299592,200803,16.107753,33.194145,16.107753,0
MOTOR_514,68.201791,229.732937,28.280748,87.772412,200909,28.971166,28.127519,79.216569,0
MOTOR_517,68.656656,220.727027,24.178904,75.543061,200808,4.389292,30.121832,44.688292,0
MOTOR_518,68.658049,224.687644,28.529612,70.686243,201003,14.792177,17.446619,99.773606,0
MOTOR_519,68.697630,224.127689,29.569981,77.750344,201002,19.854852,8.360042,87.443313,0
MOTOR_520,68.766677,220.996570,26.853784,81.377174,200807,10.093339,14.080835,41.806815,0
MOTOR_521,68.975585,223.899816,26.739899,85.735316,200902,15.192509,26.968836,32.329470,0
MOTOR_522,69.216401,221.175435,24.677960,88.628636,201002,25.616254,24.939543,82.682077,0
MOTOR_523,69.548218,226.701551,27.003866,87.019472,200701,17.865908,17.081978,88.483247,0
MOTOR_524,69.723499,223.180285,27.501526,86.379966,201001,13.153474,31.087067,35.838284,0
MOTOR_525,69.902610,223.297000,29.329520,71.700167,200907,11.144490,18.908292,88.758762,0
MOTOR_527,70.599821,229.738786,21.086091,78.093554,201003,3.373028,22.139466,23.789492,0
MOTOR_528,71.165295,221.562429,20.170708,73.154218,200810,1.979753,19.681398,36.604839,0
MOTOR_529,71.172731,229.901720,23.914287,76.889498,200810,25.447756,33.838439,80.302868,0
MOTOR_530,71.292319,223.062856,26.849352,84.201380,200811,25.397418,26.726518,34.930278,0
MOTOR_532,71.584179,229.269494,23.909362,82.416704,200802,0.213742,19.598819,2.140866,0
MOTOR_533,71.628172,222.474727,24.257751,75.539673,200810,21.180656,35.790281,47.256809,0
MOTOR_534,71.832394,224.941197,26.416630,83.394507,200908,17.374620,29.300407,98.992585,0
MOTOR_535,71.965270,223.416310,20.511758,74.229643,200801,21.524735,25.754292,21.524735,0
MOTOR_537,72.188986,226.382444,23.083520,72.787858,200910,24.781087,25.197415,49.236315,0
MOTOR_538,72.246590,226.730694,20.028324,75.859305,201001,15.392924,16.018235,55.103301,0
MOTOR_539,72.287382,229.647171,22.396788,87.440359,200704,16.429719,10.210159,46.534037,0
MOTOR_540,72.337344,225.957118,23.652855,78.722202,200705,7.506723,14.020002,37.782832,0
MOTOR_541,72.580985,225.531955,23.702525,85.282117,200807,29.239847,32.287883,47.719089,0
MOTOR_542,72.653664,221.335027,23.421893,79.335010,200702,9.434863,31.686944,88.520226,0
MOTOR_543,72.823967,220.909656,22.707575,76.716993,201003,18.164483,28.374154,80.290486,0
MOTOR_544,73.013972,224.819994,24.066241,82.120824,200701,1.197549,31.711999,50.435450,0
MOTOR_545,73.082234,225.461862,26.518571,75.344203,200808,0.481062,35.076049,12.508265,0
MOTOR_546,73.208375,223.011513,25.594067,77.135040,200704,16.245796,16.423790,16.245796,0
MOTOR_547,73.227966,223.100573,26.499540,82.102316,200704,2.813903,34.936074,21.886750,0
MOTOR_548,73.713363,221.955634,24.525290,77.868692,200709,22.782332,21.268306,90.496930,0
MOTOR_550,73.864022,227.530244,20.021574,86.606994,200810,22.487213,16.424267,22.487213,0
MOTOR_551,73.915653,222.457841,24.211204,85.170821,200804,6.811874,15.214755,33.028973,0
MOTOR_552,73.948224,228.788815,21.095540,84.029451,200702,4.289503,21.695505,68.333524,0
MOTOR_553,73.975790,227.492093,25.560319,76.003617,200704,6.658783,14.899082,22.236273,0
MOTOR_554,74.275320,228.352301,29.613973,72.470410,200901,4.552398,7.474177,70.678718,0
MOTOR_555,74.409710,220.100452,24.942941,73.378742,200905,29.907475,13.431798,58.480799,0
MOTOR_557,74.956318,221.500921,23.042075,86.785137,200802,25.660113,7.019736,89.802113,0
MOTOR_558,75.014678,229.120823,21.443189,75.173776,200906,23.537839,11.778985,65.241888,0
MOTOR_559,75.063867,222.254641,26.533812,73.310746,200902,0.603353,31.728059,64.319874,0
MOTOR_560,75.063918,228.432958,24.130934,76.153849,200906,0.624655,26.369136,19.797231,0
MOTOR_562,75.070943,227.773270,26.541499,77.727549,200804,16.508276,8.630951,54.323328,0
MOTOR_563,75.237261,229.223412,29.870339,85.891767,200808,2.594230,23.529380,39.128394,0
MOTOR_564,75.821268,220.366400,24.841330,73.669003,201003,24.603734,35.568000,34.217083,0
MOTOR_565,75.991084,227.758059,21.103689,74.672131,200902,29.661153,24.104603,95.523581,0
MOTOR_566,76.029257,224.454253,25.882940,88.182234,200912,12.116020,30.451461,12.116020,0
MOTOR_567,76.368893,229.244757,28.314143,74.708320,200804,19.761748,12.638005,41.406537,0
MOTOR_568,76.638530,226.385265,27.364261,87.829870,200807,29.963554,16.093910,29.963554,0
MOTOR_569,76.841337,220.069729,20.485293,83.870086,200809,27.332830,33.829229,27.332830,0
MOTOR_570,76.958340,222.314975,21.478963,84.888408,200710,1.252312,23.640186,83.677742,0
MOTOR_571,76.974649,229.726048,29.026546,85.246818,200811,2.764417,29.845371,84.592543,0
MOTOR_572,76.975253,225.549177,22.735441,87.935637,200702,20.258300,13.570956,20.258300,0
MOTOR_573,77.155500,227.215028,28.662408,83.098426,200807,8.016837,27.566065,68.572646,0
MOTOR_575,77.576762,226.934066,20.475265,89.145836,200806,2.857522,17.671029,62.191406,0
MOTOR_576,77.615802,227.822080,23.400252,73.680574,200804,27.611101,12.467906,62.177380,0
MOTOR_577,77.697604,226.893858,21.186932,87.455555,200705,26.359884,16.482162,36.094620,0
MOTOR_578,77.879076,220.317255,20.238239,73.933705,200705,16.548880,31.953840,63.537895,0
MOTOR_579,78.032863,227.477060,26.810527,88.469370,200901,21.690144,11.141380,37.573974,0
MOTOR_581,78.622629,227.650695,22.361060,78.288885,200701,7.184037,13.547909,7.184037,0
MOTOR_582,78.720236,224.083234,22.071903,78.895820,200907,21.519177,13.559910,21.519177,0
MOTOR_583,78.828364,223.389403,24.108357,87.725280,200808,23.256819,12.937100,53.046601,0
MOTOR_584,78.934334,223.170468,29.692167,70.093713,200801,24.289826,24.267186,69.946577,0
MOTOR_585,78.944479,228.986373,23.268340,81.687721,200703,28.001486,28.703142,28.001486,0
MOTOR_586,78.961373,222.902228,21.714409,73.888351,200909,22.920389,30.680100,51.530223,0
MOTOR_587,79.062399,222.879746,21.162647,78.256408,200803,17.995660,36.736426,17.995660,0
MOTOR_588,79.139233,225.093341,26.489272,85.264273,200803,6.330224,18.310683,98.895466,0
MOTOR_589,79.251838,227.788696,21.857052,77.362384,201003,29.361984,30.118143,29.361984,0
MOTOR_590,79.294141,221.818615,21.497438,72.046007,200902,6.995037,31.038983,71.073152,0
MOTOR_591,79.364300,220.312840,21.417501,70.568139,201001,8.431727,29.729264,8.431727,0
MOTOR_592,79.364952,225.108541,26.321861,76.943310,200703,29.066420,14.186130,82.953332,0
MOTOR_593,79.739795,221.077614,22.514773,73.117850,200808,2.959055,20.398434,74.730005,0
MOTOR_594,79.775023,222.660215,29.151880,79.974888,200906,12.764567,19.250319,64.555532,0
MOTOR_596,79.877889,226.382365,29.222656,84.336182,200703,2.370615,34.077012,76.510393,0
MOTOR_597,79.975910,221.734841,22.917623,84.014177,200906,4.122374,23.446262,16.770740,0
MOTOR_598,80.072771,229.649879,29.971141,83.228724,200911,7.709927,15.939855,23.302295,0
MOTOR_599,80.149670,228.484491,21.242319,77.250078,200810,28.297373,24.023500,90.259053,0
MOTOR_600,80.172122,229.494862,28.037074,87.733133,200803,4.836581,25.800376,52.145821,0
MOTOR_601,80.468723,228.000227,23.781326,88.643827,200909,29.864872,14.211001,29.864872,0
MOTOR_602,80.527151,226.482931,26.690645,71.887306,200811,25.424154,33.048459,48.014730,0
MOTOR_603,80.779490,221.657640,23.820985,84.529217,200903,12.546923,23.328045,33.458332,0
MOTOR_604,80.875424,221.390508,24.473722,88.259126,200711,4.478595,24.567928,72.448224,0
MOTOR_605,81.047115,225.192059,28.956314,84.429687,201002,14.885881,29.275804,72.871051,0
MOTOR_606,81.056125,223.330924,27.708391,77.681695,200710,14.624543,24.389990,66.517987,0
MOTOR_607,81.098710,220.729898,21.318098,85.422518,200807,12.500269,16.221823,45.690015,0
MOTOR_608,81.483966,229.919063,21.705282,89.343717,200801,7.153097,31.247723,34.125298,0
MOTOR_610,81.800426,226.403511,21.565279,73.150501,200702,2.015560,25.954559,11.255376,0
MOTOR_611,82.188480,229.946706,27.271519,89.052608,200801,18.450654,9.372806,97.641364,0
MOTOR_612,82.475893,222.557590,21.694181,85.372383,200712,15.887561,10.033239,15.887561,0
MOTOR_613,82.720751,223.102670,22.224209,89.076674,200808,17.062723,17.011655,90.377527,0
MOTOR_614,82.722065,229.939031,20.360119,82.710308,200910,9.716080,20.503044,9.716080,0
MOTOR_615,82.808681,220.677311,21.042633,85.170396,200912,3.176494,28.518921,29.843714,0
MOTOR_616,82.946925,227.665152,29.235854,80.324084,201003,0.938242,8.153653,92.892851,0
MOTOR_618,83.435840,229.548642,23.961607,79.526788,200808,25.432479,12.199182,25.432479,0
MOTOR_619,83.524373,223.034622,26.481885,88.754214,200805,6.361425,25.489467,62.547750,0
MOTOR_620,83.744586,220.313157,20.212230,74.542623,200801,23.424938,7.927567,46.235328,0
MOTOR_621,83.816735,226.545455,24.226107,88.318679,200807,29.360871,30.544048,96.910155,0
MOTOR_622,83.928899,222.300450,28.133228,74.313853,200702,20.577147,20.279871,20.577147,0
MOTOR_623,83.944706,225.093368,21.183514,70.661584,200808,13.452413,32.061872,13.452413,0
MOTOR_624,83.968962,228.091843,29.438445,87.966857,200803,28.525736,34.834197,28.525736,0
MOTOR_625,83.970269,229.474365,22.741448,72.573781,200812,6.055983,15.023011,48.121489,0
MOTOR_626,84.740624,229.321079,28.735709,73.228021,201001,23.033084,29.410469,88.476261,0
MOTOR_627,84.755916,220.217080,25.120042,77.048597,200906,13.457765,26.053584,95.118212,0
MOTOR_628,85.188106,229.551173,23.514743,70.017504,200806,6.095962,12.547139,30.519383,0
MOTOR_629,85.678051,226.452881,20.530405,70.114811,200712,8.819924,9.938334,40.528747,0
MOTOR_631,86.038804,223.375183,29.601036,77.710531,200711,18.738030,35.622720,27.065547,0
MOTOR_632,86.113079,227.286627,21.129698,76.242445,201002,15.461495,16.777635,15.461495,0
MOTOR_633,86.249413,229.721483,28.102752,75.654854,200712,5.218940,19.073832,5.218940,0
MOTOR_634,86.442375,223.088627,28.747982,78.313327,200812,17.984220,15.061233,72.161021,0
MOTOR_635,86.494939,220.318792,26.228943,75.536924,200708,25.133074,8.084209,55.674009,0
MOTOR_637,86.914954,228.492666,22.672298,81.246019,200908,16.671670,30.769947,19.045732,0
MOTOR_638,87.179411,225.890958,26.508075,88.852987,200802,21.581874,28.445919,21.581874,0
MOTOR_639,87.181387,228.822628,27.409224,86.246215,200807,0.855969,13.091256,82.888424,0
MOTOR_640,87.337847,225.523569,27.084988,89.985085,200807,16.705052,23.869391,34.274862,0
MOTOR_641,87.495776,221.461573,28.945258,89.285361,200704,13.953083,27.942529,34.072432,0
MOTOR_642,87.763919,227.647780,25.115087,74.274253,200801,13.610814,22.748580,71.433480,0
MOTOR_643,87.878675,221.081259,22.144252,72.540526,200804,24.201827,36.998749,74.025389,0
MOTOR_644,87.929193,229.870838,25.605006,75.987944,201001,13.060761,31.313325,35.162396,0
MOTOR_645,88.092857,222.490674,22.872393,81.587572,200712,28.535709,28.178694,53.056171,0
MOTOR_646,88.274275,228.446469,25.582152,80.046837,200911,10.618182,11.178337,13.109519,0
MOTOR_647,88.288840,227.424771,25.609277,84.980637,200712,2.004695,32.529647,70.407436,0
MOTOR_649,88.382858,222.133237,29.634364,85.790583,200801,26.655857,24.322495,58.980252,0
MOTOR_650,88.383438,229.673435,23.452752,78.544993,200805,22.744693,28.068544,22.744693,0
MOTOR_651,88.902193,224.319918,28.269753,71.726082,200707,12.100457,32.279374,54.131152,0
MOTOR_652,88.952121,220.414664,29.963418,82.179732,200912,1.008426,20.173320,28.158111,0
MOTOR_653,89.111664,227.764922,28.194371,70.274275,200806,10.545311,32.079933,39.623957,0
MOTOR_654,89.241412,222.818241,27.669316,87.836901,200703,15.942972,9.252258,53.559760,0
MOTOR_655,89.406759,220.403275,26.836268,80.112615,200911,15.115041,29.439878,96.559392,0
MOTOR_656,89.474192,223.835080,22.248384,86.659265,200812,23.277536,34.800569,68.391016,0
MOTOR_657,89.785065,227.036152,22.292697,70.232586,200708,21.712148,18.471297,40.443587,0
MOTOR_658,89.794886,224.401910,25.514925,74.610200,200809,5.862517,9.560128,49.815895,0
MOTOR_659,89.819610,227.177021,29.666422,81.799893,200808,28.387726,23.180074,86.443732,0
MOTOR_660,89.852611,227.177907,25.112626,79.990713,200702,21.484948,20.944943,23.268026,0
MOTOR_661,89.862707,222.711128,20.739604,73.043352,200702,21.946613,9.252657,32.639098,0
MOTOR_662,90.495590,224.594226,22.038316,72.511726,200807,17.372279,33.733624,52.592022,0
MOTOR_664,90.550604,228.970198,29.803920,71.983555,200805,12.896446,35.851302,85.825630,0
MOTOR_665,90.563555,223.801906,25.840426,78.495651,200708,24.081186,9.904484,99.716300,0
MOTOR_668,91.058196,222.926690,21.079472,87.855589,200811,8.987204,36.659760,15.271547,0
MOTOR_669,91.315292,223.405713,23.345560,80.802741,200810,1.258188,24.463375,50.200961,0
MOTOR_670,91.354695,228.777688,28.050620,72.741769,200812,3.856052,17.461621,22.496379,0
MOTOR_671,91.626496,228.241209,26.899844,85.143624,200809,17.309870,8.429636,29.912566,0
MOTOR_673,92.037986,223.926586,24.026582,72.341949,200705,20.281675,15.513467,85.106567,0
MOTOR_674,92.055367,225.213325,22.085225,78.670296,200808,4.693893,7.619146,85.768227,0
MOTOR_675,92.096567,222.377737,28.462464,85.753966,200911,25.567693,17.600066,46.680149,0
MOTOR_676,92.440237,223.799574,21.178006,75.601244,200808,3.223155,14.867579,42.986003,0
MOTOR_677,92.446310,220.896246,20.455044,88.164296,200802,17.786826,28.760190,17.786826,0
MOTOR_678,92.771534,225.622650,22.623182,84.159035,200802,24.081651,9.270939,52.288845,0
MOTOR_679,93.007643,220.506133,23.158769,88.878760,200807,12.959820,15.825986,41.271761,0
MOTOR_681,93.523824,226.016857,22.035489,75.202311,200810,11.385439,18.632257,99.463259,0
MOTOR_682,93.578247,226.395732,28.255339,73.742882,201003,3.410670,10.750755,74.267988,0
MOTOR_683,93.642986,222.606993,27.679764,73.590919,201003,4.207901,17.165020,28.286532,0
MOTOR_684,93.670783,227.904013,20.376819,70.048255,201003,3.901963,8.292155,67.389281,0
MOTOR_686,94.233771,229.412438,26.547746,87.914963,200806,7.880072,32.294335,71.067293,0
MOTOR_688,94.636962,227.883446,27.849173,80.357068,200910,18.198555,32.197333,59.704413,0
MOTOR_689,95.064992,225.675333,25.484456,84.047566,200703,0.032662,13.142376,61.611651,0
MOTOR_690,95.106447,226.842313,28.684989,81.287788,200808,23.690623,19.412439,76.969178,0
MOTOR_691,95.123893,223.505843,24.545999,76.183266,200805,0.783060,29.886210,90.765671,0
MOTOR_692,95.135049,229.954914,21.279817,86.468927,200712,10.341786,17.207528,78.332529,0
MOTOR_693,95.151462,220.019279,21.793089,80.443251,200901,19.525524,16.761569,64.886022,0
MOTOR_694,95.160499,220.528603,26.354292,85.917600,200907,27.510755,30.372118,27.510755,0
MOTOR_695,95.254225,220.136321,26.927042,75.533748,200803,22.112906,30.360877,96.366800,0
MOTOR_696,95.490706,228.501978,26.788729,85.062901,201002,28.477361,19.098413,28.477361,0
