Detail_de_commande;Numero_de_commande;Date;Type_de_mode_de_commande;﻿Cd_personnel_de_vente;Produit
6006361;600350;03/02/2013 00:00;Visite d'un représentant;10005;Système de positionnement de luxe Eurêka
6006372;600351;03/02/2013 00:00;Visite d'un représentant;10005;Lotion Zutinsect légère
6006373;600351;03/02/2013 00:00;Visite d'un représentant;10005;Abrisol 15
6006374;600351;03/02/2013 00:00;Visite d'un représentant;10005;Sac fourre-tout Atlas
6006375;600351;03/02/2013 00:00;Visite d'un représentant;10005;Abrisol universel
6006658;600365;03/02/2013 00:00;Téléphone;10007;Rêve Bellétoile pour 2
6006659;600365;03/02/2013 00:00;Téléphone;10007;Sac de golf Omnium
6006660;600365;03/02/2013 00:00;Téléphone;10007;Fers Ouragan en titane
6006661;600365;03/02/2013 00:00;Téléphone;10007;Fer droit Omnium
6006662;600365;03/02/2013 00:00;Téléphone;10007;Fer droit Herberase Extra
6006663;600365;03/02/2013 00:00;Téléphone;10007;Ensemble de bois Ouragan en titane
6006664;600365;03/02/2013 00:00;Téléphone;10007;Ensemble de bois Ouragan en acier
6006665;600365;03/02/2013 00:00;Téléphone;10007;Ensemble de bois Ouragan en acier -- pour dames
6006666;600365;03/02/2013 00:00;Téléphone;10007;Trousse de premiers soins compacte
6006667;600365;03/02/2013 00:00;Téléphone;10007;Calmo brûlures
6006668;600365;03/02/2013 00:00;Téléphone;10007;Calmo piqûres
6006669;600365;03/02/2013 00:00;Téléphone;10007;Aérosol Zutinsect
6006670;600365;03/02/2013 00:00;Téléphone;10007;Sac d'expédition Atlas
6006671;600365;03/02/2013 00:00;Téléphone;10007;Casseroles de luxe ChefDeCamp
6006672;600365;03/02/2013 00:00;Téléphone;10007;Réchaud simple ChefDeCamp
6006673;600365;03/02/2013 00:00;Téléphone;10007;Abrisol en bâton
6006674;600365;03/02/2013 00:00;Téléphone;10007;Lynx Extra
6006677;600365;03/02/2013 00:00;Téléphone;10007;Lotion Zutinsect naturelle
6006678;600365;03/02/2013 00:00;Téléphone;10007;Sacoches à vélo Atlas
6006679;600365;03/02/2013 00:00;Téléphone;10007;Montre de luxe Le Montagnard
6006680;600365;03/02/2013 00:00;Téléphone;10007;Abrisol 30
6006681;600365;03/02/2013 00:00;Téléphone;10007;Canif à lames multiples
6006745;600368;03/02/2013 00:00;Site Web;10007;Piquet Bellétoile
6006756;600369;03/02/2013 00:00;Téléphone;10007;Dôme Bellétoile
6006757;600369;03/02/2013 00:00;Téléphone;10007;Sac tout temps Morphée
6006758;600369;03/02/2013 00:00;Téléphone;10007;Gobelet ChefDeCamp
6006759;600369;03/02/2013 00:00;Téléphone;10007;Casseroles ChefDeCamp
6006760;600369;03/02/2013 00:00;Téléphone;10007;Lanterne PermaLux au kérosène
6006761;600369;03/02/2013 00:00;Téléphone;10007;Ustensiles ChefDeCamp
6006762;600369;03/02/2013 00:00;Téléphone;10007;Lampe torche LuckyLux Extra
6006764;600369;03/02/2013 00:00;Téléphone;10007;Sac d'excursion Atlas
6007394;600401;03/02/2013 00:00;Site Web;10007;Mini-lampe torche LuckyLux
6007395;600401;03/02/2013 00:00;Site Web;10007;Lampe torche LuckyLux 2
6007397;600401;03/02/2013 00:00;Site Web;10007;Lanterne PermaLux à parois doubles
6007398;600401;03/02/2013 00:00;Site Web;10007;Sac moyen Morphée
6007399;600401;03/02/2013 00:00;Site Web;10007;Matelas auto-gonflant Morphée
6007400;600401;03/02/2013 00:00;Site Web;10007;Lit pliant Morphée
6007401;600401;03/02/2013 00:00;Site Web;10007;Citerne souple ChefDeCamp
6007402;600401;03/02/2013 00:00;Site Web;10007;Réchaud double ChefDeCamp
6007403;600401;03/02/2013 00:00;Site Web;10007;Lanterne PermaLux à parois simples
8050659;831902;03/02/2013 00:00;Téléphone;10349;Forestier
8094445;806383;03/02/2013 00:00;Site Web;10229;Allée
8119765;806383;03/02/2013 00:00;Site Web;10229;HautLieu
8187308;831902;03/02/2013 00:00;Téléphone;10349;Maximus
8194358;831902;03/02/2013 00:00;Téléphone;10349;Allée
8272358;831902;03/02/2013 00:00;Téléphone;10349;Légende
6006107;600332;04/02/2013 00:00;Site Web;10077;Stopsol
6006119;600333;04/02/2013 00:00;Télécopieur;10077;Gants Omnium
6006130;600334;04/02/2013 00:00;Poste;10077;Fers Ouragan en titane
6006510;600358;04/02/2013 00:00;Site Web;10077;Vision Sommet
6006511;600358;04/02/2013 00:00;Site Web;10077;Vision Soleil
6006823;600372;04/02/2013 00:00;Poste;10077;Canif à deux lames
6006824;600372;04/02/2013 00:00;Poste;10077;Calmo allergies
6006825;600372;04/02/2013 00:00;Poste;10077;Sac moyen Morphée
6006826;600372;04/02/2013 00:00;Poste;10077;Matelas auto-gonflant Morphée
6006827;600372;04/02/2013 00:00;Poste;10077;Lit pliant Morphée
6006828;600372;04/02/2013 00:00;Poste;10077;Mini Bellétoile
6006829;600372;04/02/2013 00:00;Poste;10077;Citerne souple ChefDeCamp
6006830;600372;04/02/2013 00:00;Poste;10077;Réchaud double ChefDeCamp
6006831;600372;04/02/2013 00:00;Poste;10077;Mini-lampe torche LuckyLux
6006832;600372;04/02/2013 00:00;Poste;10077;Lampe torche LuckyLux 2
6006834;600372;04/02/2013 00:00;Poste;10077;Lanterne PermaLux à parois doubles
6006835;600372;04/02/2013 00:00;Poste;10077;Lanterne PermaLux à parois simples
6007001;600381;04/02/2013 00:00;Poste;10077;Vision Filtre
6007003;600381;04/02/2013 00:00;Poste;10077;Couteau de chasse
6007334;600397;04/02/2013 00:00;Visite d'un représentant;10077;Piquet Bellétoile
6007335;600397;04/02/2013 00:00;Visite d'un représentant;10077;Lynx Mini
6007347;600398;04/02/2013 00:00;Poste;10077;Sac d'excursion Atlas
6007348;600398;04/02/2013 00:00;Poste;10077;Lanterne PermaLux au kérosène
6007359;600399;04/02/2013 00:00;Téléphone;10077;Canif à une lame
6007360;600399;04/02/2013 00:00;Téléphone;10077;Sacoches à vélo Atlas
8023551;833687;04/02/2013 00:00;Site Web;10229;HautLieu
8036461;833687;04/02/2013 00:00;Site Web;10229;Zone
8106032;833687;04/02/2013 00:00;Site Web;10229;Dante
8198655;821522;04/02/2013 00:00;Téléphone;10349;TX
8217612;821522;04/02/2013 00:00;Téléphone;10349;Maximus
8227743;833687;04/02/2013 00:00;Site Web;10229;Tendance
8228401;821522;04/02/2013 00:00;Téléphone;10349;Maximus
8242954;821522;04/02/2013 00:00;Téléphone;10349;Œil de chat
8251713;821522;04/02/2013 00:00;Téléphone;10349;Œil de chat
6006189;600338;05/02/2013 00:00;Télécopieur;10164;Lotion Zutinsect naturelle
6006213;600340;05/02/2013 00:00;Télécopieur;10164;Gobelet ChefDeCamp
6006214;600340;05/02/2013 00:00;Télécopieur;10164;Casseroles ChefDeCamp
6006266;600344;05/02/2013 00:00;Téléphone;10164;Fer droit Herberase Extra
6006267;600344;05/02/2013 00:00;Téléphone;10164;Ensemble de bois Ouragan en titane
6006268;600344;05/02/2013 00:00;Téléphone;10164;Ensemble de bois Ouragan en acier
6006269;600344;05/02/2013 00:00;Téléphone;10164;Ensemble de bois Ouragan en acier -- pour dames
6006270;600344;05/02/2013 00:00;Téléphone;10164;Trousse de premiers soins compacte
6006271;600344;05/02/2013 00:00;Téléphone;10164;Calmo brûlures
8004211;828837;05/02/2013 00:00;Téléphone;10345;Allée
8026102;828837;05/02/2013 00:00;Téléphone;10345;Œil de chat
8028283;825843;05/02/2013 00:00;Téléphone;10362;Dante
8029216;828837;05/02/2013 00:00;Téléphone;10345;Légende
8059955;803613;05/02/2013 00:00;Site Web;10241;Allée
8081267;828837;05/02/2013 00:00;Téléphone;10345;Sam
8126397;803613;05/02/2013 00:00;Site Web;10241;Kodiak
8139346;828837;05/02/2013 00:00;Téléphone;10345;Allée
8140508;803155;05/02/2013 00:00;Site Web;10349;Inferno
8141209;803613;05/02/2013 00:00;Site Web;10241;Zone
8147175;803613;05/02/2013 00:00;Site Web;10241;Zone
8161509;803613;05/02/2013 00:00;Site Web;10241;Légende
8206488;828837;05/02/2013 00:00;Téléphone;10345;Légende
8221130;803155;05/02/2013 00:00;Site Web;10349;Aigle
8242217;828837;05/02/2013 00:00;Téléphone;10345;Zone
8245949;803155;05/02/2013 00:00;Site Web;10349;Zone
8268153;825843;05/02/2013 00:00;Téléphone;10362;Œil de chat
8280821;803613;05/02/2013 00:00;Site Web;10241;TX
8282786;828837;05/02/2013 00:00;Téléphone;10345;Forestier
8283446;828837;05/02/2013 00:00;Téléphone;10345;Inferno
6006779;600370;06/02/2013 00:00;Téléphone;10712;Montre numérique Le Montagnard
6006780;600370;06/02/2013 00:00;Téléphone;10712;Rêve Bellétoile pour 3
6006781;600370;06/02/2013 00:00;Téléphone;10712;Rêve Bellétoile pour 6
6006782;600370;06/02/2013 00:00;Téléphone;10712;Parapluie Omnium
6006783;600370;06/02/2013 00:00;Téléphone;10712;Fers Ouragan en acier -- pour dames
6006784;600370;06/02/2013 00:00;Téléphone;10712;Fers Ouragan en titane -- pour dames
6006785;600370;06/02/2013 00:00;Téléphone;10712;Fer droit Herberase
6006786;600370;06/02/2013 00:00;Téléphone;10712;Trousse de premiers soins familiale
6006787;600370;06/02/2013 00:00;Téléphone;10712;Bouilloire ChefDeCamp
6006788;600370;06/02/2013 00:00;Téléphone;10712;Lecteur de cartes LuckyLux
6006789;600370;06/02/2013 00:00;Téléphone;10712;Lampe torche LuckyLux 4
6006790;600370;06/02/2013 00:00;Téléphone;10712;Lanterne PermaLux au butane
6006791;600370;06/02/2013 00:00;Téléphone;10712;Lampe PermaLux
6006792;600370;06/02/2013 00:00;Téléphone;10712;Lampe-tempête PermaLux
6006793;600370;06/02/2013 00:00;Téléphone;10712;Sac de randonnée Atlas
6006794;600370;06/02/2013 00:00;Téléphone;10712;Glacière Atlas
6007199;600390;06/02/2013 00:00;Visite d'un représentant;10164;Lotion Zutinsect
6007200;600390;06/02/2013 00:00;Visite d'un représentant;10164;Lampe tout usage LuckyLux
8058781;812929;06/02/2013 00:00;Téléphone;10349;Légende
8154561;812929;06/02/2013 00:00;Téléphone;10349;Maximus
8283980;812929;06/02/2013 00:00;Téléphone;10349;Allée
8288648;812929;06/02/2013 00:00;Téléphone;10349;HautLieu
8002289;826900;07/02/2013 00:00;Site Web;10229;TX
8019723;801440;07/02/2013 00:00;Téléphone;10345;Dante
8026906;801440;07/02/2013 00:00;Téléphone;10345;Opéra
8029116;801440;07/02/2013 00:00;Téléphone;10345;Dante
8031025;826900;07/02/2013 00:00;Site Web;10229;HautLieu
8039759;810044;07/02/2013 00:00;Site Web;10362;Tendance
8041392;829249;07/02/2013 00:00;Téléphone;10349;TX
8042533;801440;07/02/2013 00:00;Téléphone;10345;Bella
8059579;801440;07/02/2013 00:00;Téléphone;10345;Œil de chat
8067926;801440;07/02/2013 00:00;Téléphone;10345;Forestier
8083768;801440;07/02/2013 00:00;Téléphone;10345;Maximus
8104647;801440;07/02/2013 00:00;Téléphone;10345;Légende
8128890;801440;07/02/2013 00:00;Téléphone;10345;TX
8134424;801440;07/02/2013 00:00;Téléphone;10345;Zone
8140818;829249;07/02/2013 00:00;Téléphone;10349;Légende
8146840;824006;07/02/2013 00:00;Téléphone;10349;TX
8160830;826900;07/02/2013 00:00;Site Web;10229;Zone
8161132;827951;07/02/2013 00:00;Site Web;10362;TX
8172911;826900;07/02/2013 00:00;Site Web;10229;Allée
8197096;810044;07/02/2013 00:00;Site Web;10362;Allée
8212270;801440;07/02/2013 00:00;Téléphone;10345;Allée
8222751;801440;07/02/2013 00:00;Téléphone;10345;Maximus
8232115;829249;07/02/2013 00:00;Téléphone;10349;Légende
8234614;826900;07/02/2013 00:00;Site Web;10229;Tendance
8245669;801440;07/02/2013 00:00;Téléphone;10345;Tendance
8246611;826900;07/02/2013 00:00;Site Web;10229;Inferno
8247222;826900;07/02/2013 00:00;Site Web;10229;Infinité
8255131;801440;07/02/2013 00:00;Téléphone;10345;Dante
8283949;827951;07/02/2013 00:00;Site Web;10362;HautLieu
8285027;801440;07/02/2013 00:00;Téléphone;10345;Capri
8055718;831516;10/02/2013 00:00;Site Web;10229;HautLieu
8067186;831516;10/02/2013 00:00;Site Web;10229;Légende
8069650;802107;10/02/2013 00:00;Site Web;10349;Œil de chat
8075397;831516;10/02/2013 00:00;Site Web;10229;Œil de chat
8077228;831516;10/02/2013 00:00;Site Web;10229;Pionnier
8084942;805506;10/02/2013 00:00;Téléphone;10349;Œil de chat
8103649;812415;10/02/2013 00:00;Site Web;10362;HautLieu
8106819;802107;10/02/2013 00:00;Site Web;10349;TX
8110743;813649;10/02/2013 00:00;Site Web;10345;Légende
8114565;805506;10/02/2013 00:00;Téléphone;10349;Maximus
8127483;802107;10/02/2013 00:00;Site Web;10349;Forestier
8143592;805506;10/02/2013 00:00;Téléphone;10349;Infinité
8189688;813649;10/02/2013 00:00;Site Web;10345;Maximus
8199499;813649;10/02/2013 00:00;Site Web;10345;Allée
8208938;813649;10/02/2013 00:00;Site Web;10345;TX
8209803;812415;10/02/2013 00:00;Site Web;10362;HautLieu
8216559;812415;10/02/2013 00:00;Site Web;10362;Zone
8221526;813649;10/02/2013 00:00;Site Web;10345;Bella
8225445;802107;10/02/2013 00:00;Site Web;10349;Allée
8237447;831516;10/02/2013 00:00;Site Web;10229;Zone
8242606;805506;10/02/2013 00:00;Téléphone;10349;Aigle
8273404;802107;10/02/2013 00:00;Site Web;10349;Zone
8278464;805506;10/02/2013 00:00;Téléphone;10349;TX
6007484;600406;11/02/2013 00:00;Visite d'un représentant;10680;Lotion Zutinsect
6007485;600406;11/02/2013 00:00;Visite d'un représentant;10680;Lampe tout usage LuckyLux
8003631;801581;11/02/2013 00:00;Site Web;10349;Tendance
8004864;817928;11/02/2013 00:00;Téléphone;10345;Dante
8005456;817928;11/02/2013 00:00;Téléphone;10345;Sam
8015653;817928;11/02/2013 00:00;Téléphone;10345;Tendance
8017694;810648;11/02/2013 00:00;Téléphone;10241;TX
8019486;803052;11/02/2013 00:00;Site Web;10241;Luxe
8027756;802697;11/02/2013 00:00;Téléphone;10349;TX
8048708;823372;11/02/2013 00:00;Site Web;10345;Tendance
8054819;815275;11/02/2013 00:00;Site Web;10241;TX
8056241;831209;11/02/2013 00:00;Site Web;10241;Légende
8060141;823372;11/02/2013 00:00;Site Web;10345;HautLieu
8060937;831209;11/02/2013 00:00;Site Web;10241;TX
8092794;817928;11/02/2013 00:00;Téléphone;10345;Légende
8103951;817928;11/02/2013 00:00;Téléphone;10345;Tendance
8116313;802697;11/02/2013 00:00;Téléphone;10349;Œil de chat
8119273;815275;11/02/2013 00:00;Site Web;10241;Zone
8123957;802697;11/02/2013 00:00;Téléphone;10349;Œil de chat
8124604;815275;11/02/2013 00:00;Site Web;10241;Kodiak
8126377;817928;11/02/2013 00:00;Téléphone;10345;Zone
8128869;817928;11/02/2013 00:00;Téléphone;10345;Gadget Max
8134211;815275;11/02/2013 00:00;Site Web;10241;Kodiak
8149390;803052;11/02/2013 00:00;Site Web;10241;Gadget Max
8156000;817928;11/02/2013 00:00;Téléphone;10345;Légende
8162248;823372;11/02/2013 00:00;Site Web;10345;Allée
8165098;800586;11/02/2013 00:00;Site Web;10241;Gadget Max
8177681;823372;11/02/2013 00:00;Site Web;10345;Capri
8183972;801581;11/02/2013 00:00;Site Web;10349;Allée
8184135;802697;11/02/2013 00:00;Téléphone;10349;Infinité
8188165;823372;11/02/2013 00:00;Site Web;10345;Luxe
8189490;800586;11/02/2013 00:00;Site Web;10241;Dante
8191378;823372;11/02/2013 00:00;Site Web;10345;Œil de chat
8191612;817928;11/02/2013 00:00;Téléphone;10345;Inferno
8194008;817928;11/02/2013 00:00;Téléphone;10345;Forestier
8195354;802697;11/02/2013 00:00;Téléphone;10349;Gadget de poche
8201516;817928;11/02/2013 00:00;Téléphone;10345;Œil de chat
8209698;803052;11/02/2013 00:00;Site Web;10241;TX
8211756;810648;11/02/2013 00:00;Téléphone;10241;Luxe
8212632;801581;11/02/2013 00:00;Site Web;10349;Gadget de poche
8214895;823372;11/02/2013 00:00;Site Web;10345;Tendance
8220836;817928;11/02/2013 00:00;Téléphone;10345;TX
8240691;817928;11/02/2013 00:00;Téléphone;10345;Dante
8242967;817928;11/02/2013 00:00;Téléphone;10345;Éclaireur
8260565;800586;11/02/2013 00:00;Site Web;10241;Zone
8275165;804850;11/02/2013 00:00;Téléphone;10362;TX
8277475;804850;11/02/2013 00:00;Téléphone;10362;Dante
8279132;801581;11/02/2013 00:00;Site Web;10349;Œil de chat
8280847;815275;11/02/2013 00:00;Site Web;10241;Zone
8283079;810648;11/02/2013 00:00;Téléphone;10241;Légende
8287805;823372;11/02/2013 00:00;Site Web;10345;Zone
6006028;600327;12/02/2013 00:00;Télécopieur;10470;Ensemble de bois Ouragan en titane -- pour dames
6006029;600327;12/02/2013 00:00;Télécopieur;10470;Ensemble de balles et tés Omnium
6006175;600337;12/02/2013 00:00;Téléphone;10470;Abrisol 30
6006176;600337;12/02/2013 00:00;Téléphone;10470;Lynx 50
6006200;600339;12/02/2013 00:00;Site Web;10470;Lotion Zutinsect Extra
6006201;600339;12/02/2013 00:00;Site Web;10470;Sac tout temps Morphée
6006202;600339;12/02/2013 00:00;Site Web;10470;Dôme Bellétoile
6006225;600341;12/02/2013 00:00;Site Web;10470;Lampe torche LuckyLux Extra
6006236;600342;12/02/2013 00:00;Visite d'un représentant;10470;Ustensiles ChefDeCamp
6006237;600342;12/02/2013 00:00;Visite d'un représentant;10470;Fer droit Omnium
6006238;600342;12/02/2013 00:00;Visite d'un représentant;10470;Casseroles de luxe ChefDeCamp
6006239;600342;12/02/2013 00:00;Visite d'un représentant;10470;Réchaud simple ChefDeCamp
6006240;600342;12/02/2013 00:00;Visite d'un représentant;10470;Boussole Eurêka
6006252;600343;12/02/2013 00:00;Site Web;10470;Calmo piqûres
6006253;600343;12/02/2013 00:00;Site Web;10470;Aérosol Zutinsect
6006254;600343;12/02/2013 00:00;Site Web;10470;Abrisol en bâton
6006255;600343;12/02/2013 00:00;Site Web;10470;Lynx Extra
6006283;600345;12/02/2013 00:00;Télécopieur;10470;Sac d'expédition Atlas
6006284;600345;12/02/2013 00:00;Télécopieur;10470;Rêve Bellétoile pour 2
6006285;600345;12/02/2013 00:00;Télécopieur;10470;Sac de golf Omnium
8009904;805769;12/02/2013 00:00;Télécopieur;10345;Bella
8011700;802150;12/02/2013 00:00;Site Web;10362;Œil de chat
8011917;817790;12/02/2013 00:00;Site Web;10349;Inferno
8022031;802150;12/02/2013 00:00;Site Web;10362;Sam
8027274;833773;12/02/2013 00:00;Site Web;10345;Maximus
8027845;817790;12/02/2013 00:00;Site Web;10349;Infinité
8045693;805769;12/02/2013 00:00;Télécopieur;10345;Luxe
8049998;833773;12/02/2013 00:00;Site Web;10345;Inferno
8050878;805769;12/02/2013 00:00;Télécopieur;10345;Dante
8087403;805769;12/02/2013 00:00;Télécopieur;10345;TX
8095968;833773;12/02/2013 00:00;Site Web;10345;Zone
8096469;833773;12/02/2013 00:00;Site Web;10345;Luxe
8114132;802150;12/02/2013 00:00;Site Web;10362;Inferno
8142375;805769;12/02/2013 00:00;Télécopieur;10345;Infinité
8174946;805769;12/02/2013 00:00;Télécopieur;10345;Gadget Max
8183893;817790;12/02/2013 00:00;Site Web;10349;TX
8191945;802150;12/02/2013 00:00;Site Web;10362;Légende
8213238;805769;12/02/2013 00:00;Télécopieur;10345;Sam
8213815;805769;12/02/2013 00:00;Télécopieur;10345;Dante
8218503;817790;12/02/2013 00:00;Site Web;10349;Œil de chat
8219657;802150;12/02/2013 00:00;Site Web;10362;Kodiak
8236369;805769;12/02/2013 00:00;Télécopieur;10345;Zone
8237382;833773;12/02/2013 00:00;Site Web;10345;Zone
8259214;833773;12/02/2013 00:00;Site Web;10345;Zone
8265731;833773;12/02/2013 00:00;Site Web;10345;TX
8272936;817790;12/02/2013 00:00;Site Web;10349;Pionnier
6007163;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lanterne PermaLux au butane
6007164;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lampe PermaLux
6007165;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lampe-tempête PermaLux
6007166;600389;13/02/2013 00:00;Visite d'un représentant;10470;Montre numérique Le Montagnard
6007167;600389;13/02/2013 00:00;Visite d'un représentant;10470;Trousse de premiers soins familiale
6007168;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lotion Zutinsect légère
6007169;600389;13/02/2013 00:00;Visite d'un représentant;10470;Abrisol 15
6007170;600389;13/02/2013 00:00;Visite d'un représentant;10470;Abrisol universel
6007171;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lynx 35
6007172;600389;13/02/2013 00:00;Visite d'un représentant;10470;Sac de randonnée Atlas
6007173;600389;13/02/2013 00:00;Visite d'un représentant;10470;Glacière Atlas
6007174;600389;13/02/2013 00:00;Visite d'un représentant;10470;Sac fourre-tout Atlas
6007175;600389;13/02/2013 00:00;Visite d'un représentant;10470;Sac léger Morphée
6007176;600389;13/02/2013 00:00;Visite d'un représentant;10470;Matelas isolant Morphée
6007177;600389;13/02/2013 00:00;Visite d'un représentant;10470;Oreiller Morphée
6007178;600389;13/02/2013 00:00;Visite d'un représentant;10470;Rêve Bellétoile pour 3
6007179;600389;13/02/2013 00:00;Visite d'un représentant;10470;Rêve Bellétoile pour 6
6007180;600389;13/02/2013 00:00;Visite d'un représentant;10470;Parapluie Omnium
6007181;600389;13/02/2013 00:00;Visite d'un représentant;10470;Fers Ouragan en acier -- pour dames
6007182;600389;13/02/2013 00:00;Visite d'un représentant;10470;Fers Ouragan en titane -- pour dames
6007183;600389;13/02/2013 00:00;Visite d'un représentant;10470;Fer droit Herberase
6007184;600389;13/02/2013 00:00;Visite d'un représentant;10470;Gamelle ChefDeCamp
6007185;600389;13/02/2013 00:00;Visite d'un représentant;10470;Trousse de cuisine ChefDeCamp
6007186;600389;13/02/2013 00:00;Visite d'un représentant;10470;Bouilloire ChefDeCamp
6007187;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lecteur de cartes LuckyLux
6007188;600389;13/02/2013 00:00;Visite d'un représentant;10470;Lampe torche LuckyLux 4
8007805;811724;13/02/2013 00:00;Site Web;10229;Expert
8024143;828745;13/02/2013 00:00;Site Web;10362;Inferno
8031898;815969;13/02/2013 00:00;Télécopieur;10229;Luxe
8035472;801059;13/02/2013 00:00;Téléphone;10362;Dante
8058401;801059;13/02/2013 00:00;Téléphone;10362;Œil de chat
8072416;828745;13/02/2013 00:00;Site Web;10362;Œil de chat
8080734;811724;13/02/2013 00:00;Site Web;10229;TX
8105963;828745;13/02/2013 00:00;Site Web;10362;Zone
8132000;801059;13/02/2013 00:00;Téléphone;10362;Zone
8140691;828745;13/02/2013 00:00;Site Web;10362;TX
8144935;811724;13/02/2013 00:00;Site Web;10229;Zone
8163279;825798;13/02/2013 00:00;Site Web;10349;TX
8179919;815969;13/02/2013 00:00;Télécopieur;10229;Kodiak
8196897;828745;13/02/2013 00:00;Site Web;10362;HautLieu
8201921;815969;13/02/2013 00:00;Télécopieur;10229;Maximus
8205427;815969;13/02/2013 00:00;Télécopieur;10229;Œil de chat
8211187;811724;13/02/2013 00:00;Site Web;10229;Sam
8238912;825798;13/02/2013 00:00;Site Web;10349;TX
8241592;834575;13/02/2013 00:00;Site Web;10349;Inferno
8246553;811724;13/02/2013 00:00;Site Web;10229;Forestier
8268031;815969;13/02/2013 00:00;Télécopieur;10229;Sam
6007150;600388;14/02/2013 00:00;Site Web;10470;Fers Ouragan en acier
8023624;809779;14/02/2013 00:00;Site Web;10362;HautLieu
8065653;807789;14/02/2013 00:00;Site Web;10241;Œil de chat
8066626;805202;14/02/2013 00:00;Téléphone;10349;Maximus
8091261;805202;14/02/2013 00:00;Téléphone;10349;Maximus
8096414;805202;14/02/2013 00:00;Téléphone;10349;Œil de chat
8103752;805202;14/02/2013 00:00;Téléphone;10349;Œil de chat
8117284;811661;14/02/2013 00:00;Téléphone;10345;Zone
8128041;811661;14/02/2013 00:00;Téléphone;10345;Zone
8134092;811661;14/02/2013 00:00;Téléphone;10345;Légende
8136045;809779;14/02/2013 00:00;Site Web;10362;Expert
8137713;811661;14/02/2013 00:00;Téléphone;10345;Maximus
8155952;807789;14/02/2013 00:00;Site Web;10241;Tendance
8158398;811661;14/02/2013 00:00;Téléphone;10345;Forestier
8160552;811661;14/02/2013 00:00;Téléphone;10345;Inferno
8179660;805202;14/02/2013 00:00;Téléphone;10349;Gadget de poche
8180302;807789;14/02/2013 00:00;Site Web;10241;Zone
8200111;805202;14/02/2013 00:00;Téléphone;10349;Infinité
8216133;811661;14/02/2013 00:00;Téléphone;10345;Sam
8221788;809779;14/02/2013 00:00;Site Web;10362;Œil de chat
8232758;809779;14/02/2013 00:00;Site Web;10362;Légende
8252142;811661;14/02/2013 00:00;Téléphone;10345;Allée
8264310;811661;14/02/2013 00:00;Téléphone;10345;Dante
6007822;600423;03/03/2013 00:00;Site Web;10007;Abrisol en bâton
6007823;600423;03/03/2013 00:00;Site Web;10007;Lynx 35
6007824;600423;03/03/2013 00:00;Site Web;10007;Oreiller Morphée
6007825;600423;03/03/2013 00:00;Site Web;10007;Gamelle ChefDeCamp
6007826;600423;03/03/2013 00:00;Site Web;10007;Bouilloire ChefDeCamp
6007827;600423;03/03/2013 00:00;Site Web;10007;Mini-lampe torche LuckyLux
6007828;600423;03/03/2013 00:00;Site Web;10007;Lampe tout usage LuckyLux
6007829;600423;03/03/2013 00:00;Site Web;10007;Lanterne PermaLux au kérosène
6008148;600440;03/03/2013 00:00;Visite d'un représentant;10470;Sacoches à vélo Atlas
6008149;600440;03/03/2013 00:00;Visite d'un représentant;10470;Sac d'expédition Atlas
6008428;600455;03/03/2013 00:00;Site Web;10007;Glacière Atlas
6008429;600455;03/03/2013 00:00;Site Web;10007;Casseroles ChefDeCamp
6008440;600456;03/03/2013 00:00;Téléphone;10007;Montre ultime Le Montagnard
6008441;600456;03/03/2013 00:00;Téléphone;10007;Lotion Zutinsect Extra
6008442;600456;03/03/2013 00:00;Téléphone;10007;Lampe torche LuckyLux Extra
6008443;600456;03/03/2013 00:00;Téléphone;10007;Vision Soleil
6008457;600457;03/03/2013 00:00;Téléphone;10007;Sac d'excursion Atlas
6008458;600457;03/03/2013 00:00;Téléphone;10007;Montre analogique Le Montagnard
6008460;600457;03/03/2013 00:00;Téléphone;10007;Ensemble de bois Ouragan en titane -- pour dames
6008461;600457;03/03/2013 00:00;Téléphone;10007;Calmo brûlures
6008462;600457;03/03/2013 00:00;Téléphone;10007;Aérosol Zutinsect
6008463;600457;03/03/2013 00:00;Téléphone;10007;Stopsol
6008464;600457;03/03/2013 00:00;Téléphone;10007;Abrisol 30
6008465;600457;03/03/2013 00:00;Téléphone;10007;Vision Glace
6008466;600457;03/03/2013 00:00;Téléphone;10007;Sac moyen Morphée
6008467;600457;03/03/2013 00:00;Téléphone;10007;Ensemble de balles et tés Omnium
6008468;600457;03/03/2013 00:00;Téléphone;10007;Gants Omnium
6008469;600457;03/03/2013 00:00;Téléphone;10007;Fers Ouragan en acier -- pour dames
6008470;600457;03/03/2013 00:00;Téléphone;10007;Fer droit Herberase
6008471;600457;03/03/2013 00:00;Téléphone;10007;Casseroles de luxe ChefDeCamp
6008472;600457;03/03/2013 00:00;Téléphone;10007;Ustensiles ChefDeCamp
6008473;600457;03/03/2013 00:00;Téléphone;10007;Lecteur de cartes LuckyLux
6008474;600457;03/03/2013 00:00;Téléphone;10007;Lanterne PermaLux à parois simples
6008475;600457;03/03/2013 00:00;Téléphone;10007;Lanterne PermaLux au butane
6008476;600457;03/03/2013 00:00;Téléphone;10007;Lampe-tempête PermaLux
