ID|Comments|CHURN
2279|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1869|transferred to manager ASAP|Current
2733|Asked about how to change his ring tones. Referred him to web site.|Current
3157|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
552|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3682|He asked for a new phone number. I referred him to customer care.|Current
979|Wants to change address.|Current
3333|Asked how to disable call waiting. referred him to web site.|Vol
2084|Wants to change address.|Current
2563|Asked about how to change his ring tones. Referred him to web site.|Vol
2783|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3524|Needed help figuring out his bill. I explained our minute charges.|Vol
2928|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2304|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1438|Wants a new faceplate.|Current
3369|Hopes to get an additonal line working by the end of the week for his wife.|Current
1892|Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate.|Vol
2868|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1777|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3742|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
2342|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
550|Said his battery never has worked well. Wants a new phone ASAP.|Vol
933|Asked about how to change his ring tones. Referred him to web site.|Vol
1727|Hopes to get an additonal line working by the end of the week for his wife.|Vol
1896|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
1572|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2543|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1455|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
703|Hopes to get an additonal line working by the end of the week for his wife.|Vol
1731|He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.|Vol
1981|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1384|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
429|Asked about how to change his ring tones. Referred him to web site.|Current
3671|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
3463|Wants to know how to do text messaging. Referred him to web site.|Current
1484|Wants to change address.|Current
1610|Really wants the new phone from XVYX which has the PDA built in.|Current
3047|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
343|Does not like the way the phone works. It is to difficult compared to his last phone.|Current
3009|Wants to know how to do text messaging. Referred him to web site.|Vol
585|The battery has never worked right. He says he can't use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.|Current
2401|Hopes to get an additonal line working by the end of the week for his wife.|Vol
2981|Wants information on our Internet service. Referred him to web site.|Current
3749|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
906|Wants a new faceplate.|Current
3414|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
693|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
3115|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
1718|Did not want to wait for us to implement GSM.|Vol
346|He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.|Vol
2746|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
255|I wished the handset was bigger. It is uncomfortable using the handset for a long time.|Vol
317|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Vol
599|He expected significantly better Technical Support.|Vol
3232|Wants a new faceplate.|Current
1342|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Vol
1494|Needed help figuring out his bill. I explained our minute charges.|Vol
3678|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
3688|He expected more from Technical Support.|Vol
2617|Hopes to get an additonal line working by the end of the week for his wife.|Current
733|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
374|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3083|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1739|He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.|Current
1412|Wants to know how to do text messaging. Referred him to web site.|Current
3487|Asked about how to change his ring tones. Referred him to web site.|Vol
207|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2829|Wants to get an additional line working by the end of the week for his goat.|Current
766|Hochie Momma|Current
1322|Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.|Vol
2528|Needed help figuring out his bill. I explained our minute charges.|Vol
583|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2031|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
166|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2667|The clearity of the calls was bad. Way too much static on the handset.|Current
3355|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2790|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1112|Really wants the new phone from XVYX which has the PDA built in.|Current
111|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
3698|Wants to know how to do text messaging. Referred him to web site.|Current
1467|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1396|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Vol
2437|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
2837|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1206|Did not want to wait for us to implement GSM.|Vol
1219|He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.|Vol
1482|Wants to change address.|Vol
2715|Needed help figuring out his bill. I explained our minute charges.|Current
1632|He expected significantly better Technical Support.|Vol
1257|The signal on my handset was always weak. Even when I replaced the battery.|Current
513|Asked about how to change his ring tones. Referred him to web site.|Vol
1214|Hopes to get an additonal line working by the end of the week for his wife.|Current
1812|The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked.|Current
2445|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
1010|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
645|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
2480|Wants a new faceplate.|Current
3125|Hopes to get an additonal line working by the end of the week for his wife.|Current
2862|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
943|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1260|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1341|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Vol
439|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3359|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2474|Wants information on our Internet service. Referred him to web site.|Current
2383|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2431|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
1357|transferred to manager ASAP|Current
2085|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1288|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
820|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
2738|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1775|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
135|Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his phone. I switched him ot the manager.|Vol
52|He expected significantly better Technical Support.|Vol
3423|I wished the handset was bigger. It is uncomfortable using the handset for a long time.|Vol
951|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
225|Is it possible that the handset is causing brain cancer. I heard about this from the news.|Current
2682|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
953|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2609|Said his battery never has worked well. Wants a new phone ASAP.|Current
3440|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
2813|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2953|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
3783|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3786|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
602|He expected significantly better Technical Support.|Vol
142|Hopes to get an additonal line working by the end of the week for his wife.|Current
3279|Needed help figuring out his bill. I explained our minute charges.|Current
1305|Your customer handset was really bad. I had to wait forever to get help.|Current
3054|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3067|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
2352|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1076|He expected significantly better Technical Support.|Vol
424|Asked about how to change his ring tones. Referred him to web site.|Current
3547|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
8|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3175|The clearity of the calls was bad. Way too much static on the handset.|Vol
445|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1008|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3310|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
702|Hopes to get an additonal line working by the end of the week for his wife.|Current
272|The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t|Vol
3454|Wants to know how to do text messaging. Referred him to web site.|Current
1716|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
3540|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
214|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame. He was replaced it, but still has the same problem.|Current
2556|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2218|Asked about how to change his ring tones. Referred him to web site.|Current
2548|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2647|Wants information on our Internet service. Referred him to web site.|Vol
2217|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1108|Really wants the new phone from XVYX which has the PDA built in.|Current
3714|Wants information on our Internet service. Referred him to web site.|Current
3013|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3570|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1613|Said his battery never has worked well. Wants a new phone ASAP.|Vol
117|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1863|Asked how to disable call waiting. referred him to web site.|Current
3295|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3577|Asked how to disable call waiting. referred him to web site.|Vol
2455|Wants to know how to do text messaging. Referred him to web site.|Current
1041|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
654|Hopes to get an additonal line working by the end of the week for his wife.|Current
713|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1425|Wants to know how to do text messaging. Referred him to web site.|Current
1891|He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his phone. He says that he simply does not trust our system.|Current
3338|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1574|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2945|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
595|Said his battery never has worked well. Wants a new phone ASAP.|Vol
360|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
547|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2033|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
670|Does not understand why he gets charged for roaming. I referred him to the web site.|Current
1231|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
201|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1319|He does not know if the problems are related to the phone or if it is just the battery.|Vol
1524|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
79|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1997|Wants to change address.|Vol
60|I expected significantly better Technical Support.|Vol
717|Really wants the new phone from XVYX which has the PDA built in.|Vol
769|I had a terrible time with the handset. It really did not work well.|Current
2487|Asked about how to change his ring tones. Referred him to web site.|Current
2062|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1328|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
22|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1318|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2560|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2146|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2680|Lost the directions to phone and wants another manual. I referred him to web site.|Current
1982|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1858|transferred to manager ASAP|Vol
209|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1774|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
53|He asked for a new phone number. I referred him to customer care.|Current
500|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2145|The signal on my handset was always weak. Even when I replaced the battery.|Current
92|He expected significantly better Technical Support.|Vol
1500|Needed help figuring out his bill. I explained our minute charges.|Vol
1790|Hochie Momma|Current
289|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
1072|Asked how to disable call waiting. referred him to web site.|Vol
3503|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
1553|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2803|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
1650|Wants to add additional lines for family. Needs more info on rates.|Vol
1313|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
639|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
1280|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2863|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3433|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
715|He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.|Current
850|Handset sucked|Current
3525|Needed help figuring out his bill. I explained our minute charges.|Vol
1410|Wants to change address.|Current
2728|Wants a new faceplate.|Current
1289|He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.|Current
2663|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1906|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
3593|Wants to change address.|Vol
3690|Hopes to get an additonal line working by the end of the week for his wife.|Current
2424|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
987|Needed help figuring out his bill. I explained our minute charges.|Current
1006|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3633|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
3216|Wants to know how to do text messaging. Referred him to web site.|Vol
1301|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3210|Wants to know how to do text messaging. Referred him to web site.|Current
2743|Wants to know how to do text messaging. Referred him to web site.|Current
822|He does not know if the problems are related to the phone or if it is just the battery.|Vol
1339|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
90|He expected significantly better Technical Support.|Vol
2867|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
745|The signal on my handset was always weak. Even when I replaced the battery.|Current
2544|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2854|Said his battery never has worked well. Wants a new phone ASAP.|Vol
692|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
61|transferred to manager ASAP|Vol
2211|Wants a new faceplate.|Current
3406|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3692|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
1226|Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his phone sucks, and thinks our service is abysmal.|Current
3094|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
990|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
3497|Wants to know how to do text messaging. Referred him to web site.|Vol
2827|Asked about how to change his ring tones. Referred him to web site.|Vol
1291|Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?|Current
1283|He hates his phone. He can not understand why we gave him such a horrible "piece of rubbish". I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car|Current
75|He asked for a new phone number. I referred him to customer care.|Current
2798|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
3790|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1565|Asked how to disable call waiting. referred him to web site.|Vol
2443|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
2508|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2034|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1911|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
3166|The signal on my handset was always weak. Even when I replaced the battery.|Current
1469|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1022|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
730|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
1334|He does not know if the problems are related to the phone or if it is just the battery.|Vol
318|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Vol
2623|Said his battery never has worked well. Wants a new phone ASAP.|Current
3085|Asked how to disable call waiting. referred him to web site.|Vol
2717|Wants information on our Internet service. Referred him to web site.|Current
2704|Wants a new faceplate.|Current
3388|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
1756|The handset really sucked. I could not hear anything near my house.|Current
1873|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
792|The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.|Vol
616|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
651|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3453|Wants a new faceplate.|Vol
1488|Wants to change address.|Current
2457|Wants a new faceplate.|Vol
3439|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
3628|Needed help figuring out his bill. I explained our minute charges.|Vol
3803|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1003|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1335|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
2154|The clearity of the calls was bad. Way too much static on the handset.|Vol
1816|The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.|Vol
2927|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
494|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
732|The handset really sucked. I could not hear anything near my house.|Current
3623|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1011|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3212|Wants a new faceplate.|Current
3308|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
3296|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
573|transferred to manager ASAP|Vol
2071|Asked how to disable call waiting. referred him to web site.|Vol
363|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
1886|The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.|Current
97|He asked for a new phone number. I referred him to customer care.|Current
704|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2848|Asked how to disable call waiting. referred him to web site.|Vol
2751|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
3679|He expected significantly better Technical Support.|Vol
2444|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
3016|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1245|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
549|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2046|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3538|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
889|Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.|Current
2017|Called about new plan. Might switch soon. Wants more minutes.|Current
3708|He expected significantly better Technical Support.|Vol
2900|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
284|Handset sucked|Vol
3111|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1012|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
320|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Current
2569|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1407|Handset sucked|Current
1694|Does not understand why he gets charged for roaming. I referred him to the web site.|Current
2610|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
470|Needed help figuring out his bill. I explained our minute charges.|Vol
3470|Wants information on our Internet service. Referred him to web site.|Current
2789|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3718|I expected significantly better Technical Support.|Vol
1374|The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.|Current
1776|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2753|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2010|Needed help figuring out his bill. I explained our minute charges.|Vol
446|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
844|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
752|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3225|Wants information on our Internet service. Referred him to web site.|Current
2952|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
3757|Called about new plan. Might switch soon. Wants more minutes.|Current
3089|Asked how to disable call waiting. referred him to web site.|Vol
1924|Wants to know how to do text messaging. Referred him to web site.|Current
2871|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2356|Wants to add additional lines for family. Needs more info on rates.|Vol
2935|I wished the handset was bigger. It is uncomfortable using the handset for a long time.|Vol
1741|Really wants the new phone from XVYX which has the PDA built in.|Current
3063|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1890|The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.|Current
604|He expected significantly better Technical Support.|Vol
353|He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks. He can not wait to change phones. He wanted to know if we would send him a new phone.|Current
3747|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
3768|Needed help figuring out his bill. I explained our minute charges.|Vol
1534|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
761|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2840|Asked how to disable call waiting. referred him to web site.|Current
993|Called about new plan. Might switch soon. Wants more minutes.|Current
2689|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
872|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
3317|Wants to get an additional line working by the end of the week for his goat.|Current
1675|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1532|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
2997|Asked about how to change his ring tones. Referred him to web site.|Current
1529|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3172|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2657|I suspect that the handset on my phone was defective from the day I bought it.|Current
936|Asked about how to change his ring tones. Referred him to web site.|Current
428|Asked about how to change his ring tones. Referred him to web site.|Current
2251|Wants to add additional lines for family. Needs more info on rates.|Vol
2198|Wants to know how to do text messaging. Referred him to web site.|Current
3219|Wants to know how to do text messaging. Referred him to web site.|Current
2596|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
3535|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2371|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3532|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
3798|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
788|The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked.|Current
2044|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
1215|Hopes to get an additonal line working by the end of the week for his wife.|Vol
2968|Wants a new faceplate.|Current
2337|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
3587|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
2471|Needed help figuring out his bill. I explained our minute charges.|Current
1185|He says that we keep sending him the bill to the wrong address. We have his correct billing address. I donÆt know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s|Current
1902|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
121|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
1560|Asked how to disable call waiting. referred him to web site.|Current
2007|Needed help figuring out his bill. I explained our minute charges.|Current
2551|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3673|I expected significantly better Technical Support.|Vol
469|Needed help figuring out his bill. I explained our minute charges.|Current
1615|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3756|Called about new plan. Might switch soon. Wants more minutes.|Current
2057|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
221|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2859|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
853|Handset sucked|Vol
96|He expected significantly better Technical Support.|Vol
2252|Wants to change address.|Current
977|Wants to change address.|Current
3312|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
338|Handset sucked|Current
1327|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2979|Needed help figuring out his bill. I explained our minute charges.|Current
1537|Asked about how to change his ring tones. Referred him to web site.|Vol
920|Wants information on our Internet service. Referred him to web site.|Current
1172|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
1530|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1270|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3711|Needed help figuring out his bill. I explained our minute charges.|Current
2261|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
493|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1764|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3687|He expected significantly better Technical Support.|Vol
17|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
980|Wants to change address.|Current
1809|His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point.|Vol
158|Does not understand why he gets charged for roaming. I referred him to the web site.|Current
2494|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2606|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2879|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3167|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
